steam_id,game_list,play_time_recommend
10,"['4000', '240', '2270', '17410', '24960', '105600', '33910', '33930', '65700', '65720', '65780', '65790', '107430', '219540', '113200', '41070', '205790', '102600', '91600', '4920', '201790', '224540', '17080', '51100', '200210', '212070', '213650', '218230', '230410', '236390', '238070', '238260', '214420', '248570', '262410', '265630', '271290', '224580', '225420', '210770', '234190', '35450', '236370', '242860', '244770', '244850', '15620', '20570', '56400', '252490', '42910', '263060', '211820', '367540', '274190', '298240', '299740', '301520', '304050', '304930', '310370', '291480', '244630', '312990', '227940', '317360', '239140', '730', '333930', '343750', '346110', '407530', '355180', '355840', '363970', '365300', '377160', '299360', '407840', '247730', '359550', '273350', '324810']","['247730', '221100', '233450', '250400', '226320']"
11,"['20', '50', '70', '130', '3820', '3830', '3920', '4000', '2990', '2600', '7000', '2400', '2420', '2430', '8000', '220', '320', '340', '360', '380', '400', '420', '4420', '4470', '22000', '12200', '16730', '17410', '23310', '24740', '26800', '7510', '10150', '35700', '32360', '20500', '27900', '550', '223530', '37010', '45700', '24980', '8190', '15500', '20820', '60800', '47000', '8930', '35460', '47810', '45410', '38720', '78000', '99810', '99700', '620', '9990', '95300', '41740', '72200', '92100', '105600', '105400', '46500', '46510', '94200', '7600', '105300', '108600', '107300', '107310', '33460', '107100', '107200', '111800', '111400', '63000', '72850', '71340', '200050', '203810', '203730', '239430', '67370', '204030', '204340', '105800', '22380', '205730', '108710', '42170', '207570', '207650', '208090', '209330', '228320', '15560', '208670', '207610', '50300', '3900', '3990', '8800', '16810', '34440', '34450', '34460', '108800', '200390', '210170', '205910', '200010', '91310', '108100', '210390', '214310', '362410', '212010', '214340', '98400', '209060', '204300', '209080', '211180', '214700', '215670', '72000', '209540', '212680', '214970', '214560', '206440', '220780', '221260', '220860', '205100', '205790', '214590', '220740', '219150', '223220', '211400', '4920', '215470', '219780', '218740', '221020', '222140', '1930', '7520', '7530', '221640', '113020', '227200', '226700', '13520', '19900', '220240', '219680', '204080', '219890', '11610', '104700', '263500', '233630', '262410', '230980', '225260', '218060', '229520', '15520', '226740', '227720', '227080', '230050', '233470', '8870', '227480', '233550', '210770', '202270', '3910', '233720', '234290', '224760', '228300', '233230', '204450', '234710', '234650', '232970', '233270', '31100', '31110', '31120', '31130', '31220', '31230', '31240', '31250', '31260', '31270', '31280', '31290', '94500', '94510', '94520', '94530', '94590', '94600', '94610', '94620', '238210', '222730', '236090', '231160', '35720', '242840', '242880', '242110', '201420', '237530', '244950', '234390', '247020', '214770', '225080', '244070', '239030', '231040', '239070', '248820', '249630', '249680', '245280', '249990', '250560', '251850', '252490', '58520', '204560', '208730', '209730', '231140', '58610', '205650', '23490', '91100', '207040', '217690', '241910', '231720', '7670', '8850', '409710', '409720', '42910', '259530', '244090', '261030', '262060', '105450', '221380', '262390', '265890', '265950', '391920', '266010', '266110', '266430', '269210', '251970', '244870', '271640', '271820', '271900', '271920', '11450', '12710', '12770', '12830', '44340', '12810', '44320', '201700', '321040', '274250', '222880', '244850', '275850', '277930', '278360', '48700', '284460', '233290', '290710', '293260', '293840', '295550', '297720', '237930', '299680', '301460', '301520', '301680', '303430', '304410', '18400', '304930', '39650', '39660', '39680', '306680', '63380', '308040', '8980', '49520', '227700', '310370', '280740', '312840', '232430', '315430', '317280', '317360', '317400', '317410', '205020', '253510', '323320', '242640', '323370', '308420', '336020', '225540', '339200', '246070', '266510', '339280', '355150', '255710', '297130', '360520', '361850', '47780', '363600', '366890', '367500', '370510', '371670', '292030', '375820', '267750', '376870', '386360', '391540', '391420', '397100', '245170', '409160', '50620', '388410', '280790', '417860', '427520', '429570', '434260', '443580', '452780', '240440', '460090', '465760']","['466170', '208610', '275850', '462930', '346110']"
12,"['240', '320', '340', '360', '380', '4000', '400', '420', '550', '223530', '24960', '8980', '42910', '70000', '620', '105600', '58550', '205790', '22380', '104900', '730', '49520', '200710', '219640', '232210', '4920', '219950', '71230', '71240', '71250', '71260', '227280', '368730', '51100', '99900', '200210', '208090', '218230', '230410', '236390', '243870', '262410', '265630', '286100', '42160', '204450', '72850', '242880', '91310', '216250', '239070', '218620', '47790', '47830', '252490', '233130', '255520', '212480', '260230', '261640', '266840', '211820', '367540', '221100', '222880', '225840', '277430', '222900', '238460', '301520', '304930', '310370', '311690', '205020', '330830', '274940', '333930', '334230', '250900', '343450', '347560', '298630', '353560', '344760', '234920', '202090', '238370', '397080', '252950', '299360', '359550', '424280', '374320', '273350']","['237310', '55230', '221680', '377160', '242760']"
13,"['4000', '2600', '7670', '409710', '400', '15100', '20', '50', '70', '130', '220', '280', '320', '340', '360', '380', '420', '17300', '17410', '10150', '20900', '22370', '33230', '35140', '57300', '8980', '31280', '21100', '48190', '620', '20920', '21090', '21110', '21120', '16450', '19680', '17470', '47780', '201870', '72850', '205790', '22380', '207610', '50300', '206440', '730', '200260', '205650', '204360', '49520', '200710', '214870', '205100', '208480', '220240', '203140', '205930', '224540', '230410', '238960', '223710', '248570', '265630', '221040', '203160', '8870', '234650', '43160', '203750', '242760', '242840', '237110', '246700', '224060', '242550', '218620', '209000', '206420', '250320', '252950', '253190', '208610', '245170', '254020', '254040', '8850', '409720', '242050', '239160', '233130', '255520', '243470', '258520', '400430', '238010', '221910', '261530', '242700', '261760', '264240', '267940', '235900', '269250', '210770', '12120', '12210', '12250', '271640', '274920', '277590', '213670', '239140', '282140', '282440', '254700', '284930', '236430', '287700', '289650', '233290', '292030', '292120', '292390', '293180', '293240', '298260', '238460', '237930', '209650', '209660', '201810', '303210', '303390', '304050', '304930', '305640', '306550', '310450', '311340', '291480', '317360', '241930', '22340', '268050', '21690', '323370', '302510', '214490', '354380', '307690', '261640', '211420', '330830', '298110', '305620', '282070', '333930', '338170', '319630', '242680', '341800', '307780', '335300', '271590', '232090', '232150', '361730', '361740', '361760', '361770', '362240', '362250', '366810', '230230', '373420', '374570', '375010', '377160', '382240', '382480', '384190', '291550', '391220', '391540', '253030', '225540', '416690', '208650', '368500', '359550', '413410', '379720', '273350']","['359550', '409710', '286690', '381210', '232090']"
14,"['10', '80', '100', '240', '4700', '4000', '2270', '9000', '9010', '220', '320', '340', '360', '380', '400', '420', '3020', '15100', '12200', '10090', '1250', '35420', '6060', '25890', '10180', '10190', '550', '223530', '10680', '22370', '3730', '33230', '24960', '8190', '33910', '33930', '219540', '50620', '57300', '70300', '42700', '42710', '12210', '12220', '40800', '47870', '15700', '15710', '15740', '15750', '99810', '63710', '70000', '44340', '620', '72200', '105600', '96100', '48000', '70600', '72850', '22380', '104900', '211120', '35140', '204360', '207210', '49520', '212580', '220860', '219640', '232210', '205790', '55230', '220240', '223470', '221640', '49540', '227280', '368730', '219890', '13140', '201230', '205710', '206210', '208090', '212500', '218130', '218230', '230410', '243870', '107400', '223710', '248570', '250420', '250600', '265630', '286100', '224260', '239220', '241640', '245550', '343450', '253710', '203160', '230050', '8870', '233720', '224760', '219740', '322330', '204450', '91310', '216250', '247000', '258200', '224060', '239030', '239350', '218620', '238320', '239200', '237740', '251370', '251570', '251630', '252330', '205100', '241540', '238010', '259170', '221910', '260230', '242700', '265930', '268850', '270550', '271290', '272060', '273110', '273390', '277430', '246620', '282660', '291010', '294160', '298260', '238460', '286690', '287390', '301520', '302830', '303390', '304930', '310700', '238240', '315940', '222900', '226320', '319510', '250400', '214490', '238590', '325910', '329950', '330160', '267550', '330840', '730', '332800', '333930', '314660', '335100', '241930', '354140', '326460', '306130', '365670', '298180', '104200', '263980', '315430', '341500', '20900', '20920', '292030', '377160', '383150', '291550', '388090', '234140', '434730', '435060', '34270', '200940']",
15,"['220', '340', '240', '4000', '2400', '2420', '2430', '9050', '12750', '22300', '10090', '17390', '9480', '17410', '29800', '33910', '20500', '24860', '43110', '8190', '33930', '219540', '50130', '45740', '22380', '58520', '70000', '620', '72200', '105600', '55110', '22230', '24240', '113200', '72850', '207610', '104900', '200010', '50300', '91310', '209080', '730', '65300', '200260', '212680', '55230', '204360', '219150', '219640', '232210', '218740', '223470', '225600', '224900', '35720', '104700', '200210', '207230', '208090', '212800', '230410', '236390', '243870', '209870', '223710', '248570', '271290', '239220', '224580', '8870', '233450', '233720', '113020', '219740', '322330', '234710', '206190', '242760', '242860', '242880', '242920', '233250', '244770', '237110', '207140', '368730', '239030', '248820', '218620', '206420', '252490', '252950', '253290', '253630', '242050', '242700', '264200', '265930', '266010', '257750', '39150', '211820', '367540', '550', '223530', '271920', '274190', '222880', '239160', '282900', '285580', '285840', '289760', '216250', '35450', '236830', '298630', '238460', '292140', '304030', '304050', '304930', '305050', '302380', '310370', '291480', '312990', '227940', '313740', '222900', '317360', '317400', '319510', '238010', '233610', '221380', '322910', '323320', '297120', '307690', '326960', '327310', '329380', '17570', '331200', '274940', '305620', '332500', '333600', '282070', '215470', '333930', '335330', '336510', '336670', '339910', '342380', '344760', '346010', '346180', '346900', '342480', '266510', '348380', '311560', '354380', '255710', '355840', '356670', '359050', '365300', '365720', '367670', '369200', '373180', '375950', '376210', '8980', '49520', '382490', '385710', '385770', '291550', '389430', '393420', '445900', '407530', '409160', '403040', '412940', '416690', '417860', '417890', '360730', '244930', '437220', '444560', '461560', '273350']","['216250', '337000', '394360', '238430', '299360']"
16,"['240', '4000', '1250', '35420', '550', '223530', '42700', '42710', '12210', '12220', '40800', '105600', '21100', '730', '223470', '236390', '209870', '223710', '253710', '242760', '218620', '252490', '252950', '107410', '221100', '247730', '271590', '273110', '222880', '295110', '362300', '433850', '439700', '301520', '302830', '304930', '291480', '227940', '239140', '204300', '333930', '42910', '202090', '91200', '209540', '43160', '343630', '346330', '351290', '355840', '280790', '485380', '273350']","['211820', '218230', '346110', '214950', '386360']"
17,"['4000', '105600', '204300', '218680', '57690', '113400', '218230', '230410', '214420', '248570', '250420', '206500', '233720', '249130', '265930', '291550', '238460', '301520', '304050', '304930', '310380', '323370', '332310', '335330', '346120', '299360', '280790']","['214850', '219990', '7670', '291410', '211820']"
18,"['220', '340', '280', '360', '20', '50', '70', '130', '10', '30', '40', '60', '80', '100', '320', '380', '2400', '2420', '2430', '3830', '4000', '2540', '2545', '2550', '420', '12140', '12150', '12130', '19900', '12200', '12210', '17390', '9480', '17410', '24740', '29800', '16720', '3590', '9870', '6060', '6000', '34900', '11390', '32370', '3620', '6030', '6020', '20900', '10180', '10190', '16710', '23490', '32440', '550', '223530', '32430', '38210', '18820', '3730', '38700', '24960', '43110', '8190', '57200', '40420', '70300', '50620', '60600', '8980', '32500', '31280', '40800', '38720', '4560', '228200', '63710', '92800', '32510', '70000', '400', '620', '45760', '104200', '91200', '105600', '92100', '17470', '47780', '96100', '48000', '38740', '24240', '55230', '201570', '205790', '8650', '204340', '203210', '206690', '209330', '228320', '211440', '205350', '104900', '204180', '204100', '50300', '113200', '214360', '234740', '20500', '20530', '20550', '55110', '211050', '730', '204300', '204360', '91600', '211400', '218740', '1930', '223470', '220240', '102600', '201790', '221640', '224420', '218060', '212480', '57690', '109400', '206210', '208090', '218230', '230410', '238070', '243870', '3483', '107400', '250600', '226980', '245550', '343450', '204240', '225260', '234370', '232770', '227480', '233720', '224760', '234710', '234290', '234190', '238170', '234490', '10680', '236090', '241720', '35700', '35720', '239450', '237110', '201420', '237530', '207140', '368730', '225080', '243780', '214560', '248310', '222940', '218620', '238320', '250180', '251470', '251690', '252010', '252670', '208610', '245170', '253900', '253980', '254000', '254020', '254040', '254060', '236450', '205100', '234670', '233130', '255520', '257890', '7670', '8850', '409710', '409720', '259550', '221910', '260230', '254440', '260650', '246580', '217100', '262150', '281050', '262550', '263300', '263980', '264360', '242700', '265790', '265930', '266010', '202170', '270170', '270550', '210770', '235460', '244870', '96200', '271860', '273110', '222880', '274560', '275470', '275490', '279540', '282440', '283290', '283370', '283430', '283880', '284950', '285090', '285580', '286120', '286360', '287100', '287120', '1250', '35420', '290730', '290930', '291010', '292370', '292380', '292390', '293180', '295550', '295930', '296050', '222900', '296240', '296910', '298260', '238460', '299260', '299460', '299700', '301480', '301520', '301690', '301750', '65790', '303390', '95400', '304930', '202090', '8600', '8660', '211500', '26800', '63380', '302380', '307070', '307290', '300300', '270570', '308580', '227700', '310380', '311700', '312310', '312610', '312990', '227940', '314020', '313020', '269910', '314280', '315430', '215080', '313360', '317510', '313340', '315260', '317710', '48900', '318430', '319300', '257630', '321110', '321260', '41300', '322170', '214490', '324420', '330350', '331710', '274620', '277950', '338170', '334690', '345520', '346370', '349950', '354500', '354510', '354520', '354530', '354540', '354550', '494710', '356310', '357650', '361700', '361710', '361720', '361730', '361740', '361750', '361760', '361770', '361780', '495460', '362180', '362190', '362200', '362210', '362220', '362230', '362240', '362250', '362260', '362270', '362280', '495470', '363790', '366250', '367670', '368990', '369200', '374570', '244050', '380770', '354850', '253030', '398210', '399750', '57300', '407300', '44350', '272890', '203160', '34270', '205230', '205950', '443080']","['386360', '204450', '222880', '291550', '271590']"
19,"['70', '280', '360', '320', '20', '50', '130', '10', '30', '40', '60', '80', '100', '4000', '220', '340', '380', '400', '420', '16730', '550', '223530', '31280', '620', '24240', '104900', '730', '205790', '219740', '322330', '51100', '212800', '218230', '231060', '286080', '223710', '248570', '245550', '343450', '234710', '218620', '247120', '257120', '221910', '270370', '319060', '225840', '282440', '227100', '247910', '290930', '304930', '63380', '310370', '280740', '322170', '346680', '362890', '413850', '413851', '413852', '413853', '413854', '413855', '413856', '413857', '413858', '413859', '458250', '458260', '458270', '458280', '458300', '458310', '458320', '497810', '497811', '497812', '497813']","['218230', '55230', '394690', '381210', '291410']"
20,"['550', '223530', '247120', '252150', '1250', '35420', '223470', '12100', '12230', '222900', '9480', '35450', '236830', '65790', '63380', '220', '340', '24240', '304930', '295550', '293500', '227700', '312990', '253710', '332070', '200260', '340460', '205790', '38830', '206500', '209000', '226320', '302830', '241640', '215080', '339610', '208090', '299360', '218620', '12210', '12220', '271590']",
21,"['240', '3830', '2610', '3920', '4000', '2620', '2630', '2640', '6200', '6850', '6860', '6900', '2600', '6910', '6920', '7000', '8000', '9180', '2270', '9000', '9010', '2200', '2310', '2320', '2330', '2340', '2350', '9030', '9040', '7670', '409710', '4760', '4560', '9340', '228200', '12160', '12140', '12150', '12100', '12110', '12120', '12170', '12180', '12230', '12240', '12250', '12900', '2780', '2700', '13200', '13210', '13230', '13240', '13250', '15100', '13540', '15120', '15130', '12750', '15300', '13510', '13620', '13630', '13640', '20510', '17300', '17330', '17340', '19830', '19840', '21000', '12200', '4540', '4550', '475150', '10090', '8140', '17460', '17430', '9480', '17480', '17470', '24740', '20540', '26800', '7850', '8880', '8890', '22330', '22320', '35700', '6060', '6000', '38440', '32370', '6020', '6030', '32380', '32390', '32400', '12830', '24860', '24870', '10170', '41500', '20900', '10180', '10190', '23490', '12840', '22370', '8190', '24980', '13520', '19900', '8850', '409720', '33230', '20820', '24960', '43110', '35140', '6800', '6810', '6830', '6840', '13560', '13570', '13580', '33220', '400', '32470', '34010', '21130', '33910', '33930', '219540', '24780', '65700', '4500', '41700', '50130', '40990', '70300', '40300', '32360', '32460', '42700', '42710', '8970', '8980', '22380', '12210', '12220', '63700', '61600', '65720', '47870', '16450', '21090', '21110', '21120', '35130', '47780', '48950', '99810', '48190', '92800', '63200', '95300', '44340', '10', '20', '30', '40', '50', '60', '70', '80', '100', '130', '220', '280', '300', '320', '340', '360', '380', '420', '500', '550', '620', '223530', '41740', '92000', '72200', '20920', '105600', '104600', '46500', '46510', '44320', '321040', '46480', '46490', '46550', '42140', '91700', '57900', '21100', '49600', '19680', '42910', '33440', '22230', '96100', '47790', '47830', '48000', '2210', '65790', '107200', '107100', '28050', '7940', '42680', '42690', '111800', '98600', '22000', '57000', '63500', '63710', '99700', '113200', '20840', '71340', '115100', '201280', '201870', '9200', '55230', '200190', '57400', '200260', '35720', '203810', '205790', '105450', '65300', '105800', '111100', '108710', '41000', '41050', '41060', '41070', '111600', '200330', '201480', '204340', '227780', '207570', '108500', '115110', '65730', '1500', '1510', '1520', '1530', '207170', '207610', '104900', '202750', '110800', '204100', '6980', '211600', '211740', '204180', '108800', '200010', '200390', '12800', '1250', '15500', '15540', '15560', '18500', '26500', '35420', '35460', '38700', '38720', '40800', '57300', '205910', '213330', '50300', '91310', '3700', '63380', '98400', '40700', '40720', '207690', '20500', '20530', '20550', '55110', '204300', '730', '202170', '214360', '234740', '216110', '214700', '208580', '202970', '202990', '212910', '214970', '212680', '220780', '49520', '221260', '217690', '200710', '204360', '219150', '205100', '200170', '204630', '214560', '208200', '219640', '232210', '211400', '23400', '218740', '220460', '223470', '220240', '203140', '205930', '214510', '221640', '224960', '224980', '225000', '225020', '225300', '225320', '227200', '208480', '218060', '219680', '203160', '227300', '8870', '209540', '219890', '57690', '265630', '245550', '343450', '204240', '224580', '227220', '8930', '107410', '221380', '227860', '224500', '230050', '232770', '233450', '65780', '225140', '227080', '233720', '228440', '233270', '113020', '219740', '322330', '228300', '233230', '234650', '234160', '224760', '220200', '204450', '238210', '222730', '209160', '209170', '236090', '206190', '231160', '72850', '243120', '243220', '244710', '244870', '244890', '201420', '237530', '43160', '40390', '246900', '255520', '265210', '225080', '229580', '239030', '203770', '231040', '239350', '232430', '209000', '241240', '238320', '249990', '206420', '250260', '252330', '252550', '252670', '252750', '252950', '224460', '247430', '223220', '246960', '255870', '214770', '257120', '233130', '257830', '245390', '249130', '263460', '248820', '265930', '266490', '233150', '9710', '260730', '235460', '232790', '214490', '224480', '278360', '239160', '282440', '282760', '226100', '287450', '258180', '290930', '292600', '201810', '295250', '208520', '245620', '35450', '236830', '238460', '237930', '300550', '303430', '243470', '304930', '238090', '308040', '215080', '65980', '319910', '274170', '297120', '327060', '327310', '24240', '298110', '304650', '341190', '271590', '301910', '346940', '240160', '240180', '240200', '358170', '358180', '358190', '358200', '358210', '358220', '358230', '358240', '358250', '358260', '358270', '358280', '358290', '358300', '358310', '358320', '358330', '358340', '358350', '358360', '358370', '358380', '358390', '358400', '358410', '358420', '358430', '358440', '359850', '356570', '248610', '368370', '295790', '253030', '311340', '400110', '406150', '436110', '34270', '205230', '205950', '4720', '203750', '99300', '211160']","['236850', '8190', '279900', '366440', '403090']"
